taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
73918	genus	Thermaerobacter	3	2	2	2	2	2.00	0.00	[2, 2, 2]
171868	genus	Thermovibrio	1	3	3	3	3	3.00	0.00	[3]
83618	genus	Pseudoxanthomonas	5	1	2	2	2	1.60	0.49	[2, 1, 1, 2, 2]
269260	genus	Nitratifractor	1	2	2	2	2	2.00	0.00	[2]
104264	genus	Cellulophaga	7	4	5	4	4	4.14	0.35	[5, 4, 4, 4, 4, 4, 4]
127	genus	Isosphaera	1	3	3	3	3	3.00	0.00	[3]
893	genus	Desulfobulbus	3	2	2	2	2	2.00	0.00	[2, 2, 2]
1013	genus	Weeksella	2	5	5	5	5.0	5.00	0.00	[5, 5]
399320	genus	Sphaerochaeta	3	3	4	4	4	3.67	0.47	[4, 3, 4]
283168	genus	Odoribacter	2	4	4	4	4.0	4.00	0.00	[4, 4]
51196	genus	Syntrophobotulus	1	4	4	4	4	4.00	0.00	[4]
1649482	genus	Pseudopedobacter	1	4	4	4	4	4.00	0.00	[4]
64159	genus	Desulfurobacterium	1	2	2	2	2	2.00	0.00	[2]
2160	genus	Methanobacterium	8	2	3	2	2.0	2.25	0.43	[2, 3, 2, 2, 2, 2, 2, 3]
376469	genus	Olivibacter	3	3	4	4	4	3.67	0.47	[4, 4, 3]
1375	genus	Aerococcus	10	4	7	4	4.0	4.80	1.08	[4, 6, 4, 4, 4, 5, 4, 7, 6, 4]
2270	genus	Thermoproteus	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
84404	genus	Hippea	1	2	2	2	2	2.00	0.00	[2]
332102	genus	Fluviicola	2	2	3		2.5	2.50	0.50	[2, 3]
60892	genus	Desulfobacca	1	1	1	1	1	1.00	0.00	[1]
33870	genus	Coriobacterium	1	2	2	2	2	2.00	0.00	[2]
186191	genus	Marinithermus	1	3	3	3	3	3.00	0.00	[3]
2747	genus	Carnobacterium	6	6	8		7.0	7.00	1.00	[8, 6, 8, 8, 6, 6]
265488	genus	Rhodopirellula	3	1	1	1	1	1.00	0.00	[1, 1, 1]
843	genus	Wolinella	2	3	3	3	3.0	3.00	0.00	[3, 3]
29487	genus	Photorhabdus	6	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7]
958	genus	Bdellovibrio	9	1	2	2	2	1.67	0.47	[2, 2, 1, 2, 1, 1, 2, 2, 2]
657	genus	Photobacterium	9	9	21	15	15	15.33	4.06	[15, 9, 15, 9, 15, 21, 15, 20, 19]
216431	genus	Croceibacter	1	2	2	2	2	2.00	0.00	[2]
35798	genus	Nitrosospira	3	1	1	1	1	1.00	0.00	[1, 1, 1]
186831	genus	Acetoanaerobium	1	6	6	6	6	6.00	0.00	[6]
2050	genus	Mobiluncus	1	2	2	2	2	2.00	0.00	[2]
2321	genus	Methanohalobium	1	2	2	2	2	2.00	0.00	[2]
1847	genus	Pseudonocardia	10	2	4	4	3.5	3.30	0.78	[3, 4, 4, 3, 4, 4, 3, 4, 2, 2]
1813	genus	Amycolatopsis	13	3	4	4	4	3.92	0.27	[4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4]
2745	genus	Halomonas	35	1	6	6	6	5.20	1.14	[4, 6, 6, 4, 1, 4, 4, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 6, 4, 4, 6, 4, 6, 6, 6, 6, 4, 6, 6, 6, 5, 4, 6, 4, 6]
332246	genus	Halalkalicoccus	1	1	1	1	1	1.00	0.00	[1]
233189	genus	Anaerolinea	1	2	2	2	2	2.00	0.00	[2]
33882	genus	Microbacterium	48	1	3	2	2.0	1.96	0.35	[2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2]
265	genus	Paracoccus	21	2	4	3	3	2.76	0.53	[3, 4, 3, 2, 3, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3]
84593	genus	Verrucosispora	3	3	3	3	3	3.00	0.00	[3, 3, 3]
970	genus	Selenomonas	5	4	7	4	4	4.60	1.20	[4, 7, 4, 4, 4]
305976	genus	Pusillimonas	3	2	3	2	2	2.33	0.47	[2, 2, 3]
155493	genus	Gallibacterium	1	6	6	6	6	6.00	0.00	[6]
1652133	genus	Halobacteriovorax	3	2	2	2	2	2.00	0.00	[2, 2, 2]
291183	genus	Lacinutrix	3	2	2	2	2	2.00	0.00	[2, 2, 2]
227388	genus	Thermodesulfobium	2	2	2	2	2.0	2.00	0.00	[2, 2]
2349	genus	Haliscomenobacter	1	2	2	2	2	2.00	0.00	[2]
12914	genus	Acidianus	5	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1]
499228	genus	Tepidanaerobacter	2	2	2	2	2.0	2.00	0.00	[2, 2]
252965	genus	Mahella	1	3	3	3	3	3.00	0.00	[3]
697025	genus	Amycolicicoccus	1	3	3	3	3	3.00	0.00	[3]
196119	genus	Methanotorris	1	2	2	2	2	2.00	0.00	[2]
416	genus	Methylomonas	7	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3]
933	genus	Thioalkalimicrobium	2	2	2	2	2.0	2.00	0.00	[2, 2]
254250	genus	Isoptericola	2	3	4		3.5	3.50	0.50	[3, 4]
174951	genus	Ramlibacter	2	1	2		1.5	1.50	0.50	[1, 2]
1740	genus	Thermodesulfobacterium	3	1	1	1	1	1.00	0.00	[1, 1, 1]
387342	genus	Halopiger	1	3	3	3	3	3.00	0.00	[3]
241192	genus	Thermodesulfatator	1	2	2	2	2	2.00	0.00	[2]
196136	genus	Methanosalsum	1	3	3	3	3	3.00	0.00	[3]
2351	genus	Flexistipes	1	2	2	2	2	2.00	0.00	[2]
105	genus	Runella	3	2	3	3	3	2.67	0.47	[2, 3, 3]
46255	genus	Weissella	28	5	11	9	8.0	7.64	1.67	[5, 6, 6, 6, 8, 6, 8, 9, 11, 9, 9, 8, 5, 9, 9, 9, 7, 9, 9, 9, 8, 8, 9, 5, 9, 5, 5, 8]
290425	genus	Advenella	2	2	2	2	2.0	2.00	0.00	[2, 2]
202907	genus	Collimonas	7	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3]
68288	genus	Cyclobacterium	2	3	4		3.5	3.50	0.50	[3, 4]
54251	genus	Pyrolobus	1	1	1	1	1	1.00	0.00	[1]
85076	genus	Marichromatium	1	3	3	3	3	3.00	0.00	[3]
111500	genus	Muricauda	3	2	2	2	2	2.00	0.00	[2, 2, 2]
841	genus	Roseburia	3	4	6	4	4	4.67	0.94	[4, 6, 4]
89404	genus	Glaciecola	1	4	4	4	4	4.00	0.00	[4]
29574	genus	Taylorella	8	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3]
203193	genus	Halobiforma	1	3	3	3	3	3.00	0.00	[3]
76632	genus	Thermobacillus	1	5	5	5	5	5.00	0.00	[5]
13724	genus	Thiocystis	1	3	3	3	3	3.00	0.00	[3]
1082930	genus	Pelagibacterium	2	2	3		2.5	2.50	0.50	[2, 3]
75309	genus	Rhodanobacter	2	2	2	2	2.0	2.00	0.00	[2, 2]
2256	genus	Natronobacterium	1	3	3	3	3	3.00	0.00	[3]
79206	genus	Desulfosporosinus	3	8	11		9	9.33	1.25	[11, 8, 9]
336260	genus	Thermovirga	1	3	3	3	3	3.00	0.00	[3]
146937	genus	Azospira	2	2	4		3.0	3.00	1.00	[2, 4]
267986	genus	Owenweeksia	1	2	2	2	2	2.00	0.00	[2]
1865	genus	Actinoplanes	8	3	6	6	6.0	5.38	1.11	[6, 6, 4, 3, 6, 6, 6, 6]
34093	genus	Simkania	1	1	1	1	1	1.00	0.00	[1]
195950	genus	Tannerella	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
308865	genus	Elizabethkingia	33	4	5	5	5	4.85	0.36	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 4]
70411	genus	Frateuria	1	4	4	4	4	4.00	0.00	[4]
466152	genus	Singulisphaera	1	8	8	8	8	8.00	0.00	[8]
929509	genus	Solitalea	1	4	4	4	4	4.00	0.00	[4]
129577	genus	Oceanimonas	1	7	7	7	7	7.00	0.00	[7]
379899	genus	Niabella	2	2	2	2	2.0	2.00	0.00	[2, 2]
354354	genus	Niastella	1	3	3	3	3	3.00	0.00	[3]
33951	genus	Acetobacterium	1	5	5	5	5	5.00	0.00	[5]
1007	genus	Saprospira	1	3	3	3	3	3.00	0.00	[3]
160798	genus	Marinitoga	2	3	3	3	3.0	3.00	0.00	[3, 3]
83461	genus	Corallococcus	2	3	3	3	3.0	3.00	0.00	[3, 3]
34037	genus	Rahnella	4	7	9		8.0	8.00	1.00	[7, 9, 9, 7]
795750	genus	Ignavibacterium	1	1	1	1	1	1.00	0.00	[1]
685950	genus	Fervidicoccus	1	1	1	1	1	1.00	0.00	[1]
586	genus	Providencia	39	7	7	7	7	7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
40222	genus	Methylophaga	2	3	3	3	3.0	3.00	0.00	[3, 3]
1335483	genus	Shimwellia	3	8	8	8	8	8.00	0.00	[8, 8, 8]
47420	genus	Hydrogenophaga	10	1	2	2	2.0	1.90	0.30	[1, 2, 2, 2, 2, 2, 2, 2, 2, 2]
171436	genus	Tistrella	1	4	4	4	4	4.00	0.00	[4]
239759	genus	Alistipes	10	2	3	2	2.0	2.10	0.30	[2, 2, 2, 2, 2, 2, 2, 2, 2, 3]
153265	genus	Aequorivita	2	2	2	2	2.0	2.00	0.00	[2, 2]
232244	genus	Belliella	1	4	4	4	4	4.00	0.00	[4]
28250	genus	Ornithobacterium	3	3	3	3	3	3.00	0.00	[3, 3, 3]
338321	genus	Turneriella	1	2	2	2	2	2.00	0.00	[2]
49894	genus	Anaerobaculum	1	2	2	2	2	2.00	0.00	[2]
2357	genus	Desulfomonile	1	1	1	1	1	1.00	0.00	[1]
2063	genus	Kitasatospora	5	9	11	9	9	9.80	0.98	[9, 9, 11, 11, 9]
1647	genus	Erysipelothrix	16	3	9	5	5.0	5.44	1.97	[7, 3, 4, 9, 5, 5, 7, 3, 4, 5, 6, 5, 8, 3, 4, 9]
29404	genus	Microlunatus	3	1	1	1	1	1.00	0.00	[1, 1, 1]
648800	genus	Solibacillus	2	12	12	12	12.0	12.00	0.00	[12, 12]
365348	genus	Pelosinus	2	9	15		12.0	12.00	3.00	[9, 15]
72763	genus	Tessaracoccus	11	1	2	2	2	1.82	0.39	[2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2]
1134403	genus	Melioribacter	1	1	1	1	1	1.00	0.00	[1]
1330547	genus	Kosakonia	10	5	10	7	7.0	7.10	1.14	[7, 7, 10, 5, 7, 7, 7, 7, 7, 7]
233191	genus	Caldilinea	1	2	2	2	2	2.00	0.00	[2]
88723	genus	Natrinema	3	3	3	3	3	3.00	0.00	[3, 3, 3]
568394	genus	Pseudogulbenkiania	1	8	8	8	8	8.00	0.00	[8]
459786	genus	Oscillibacter	3	3	3	3	3	3.00	0.00	[3, 3, 3]
51668	genus	Tetragenococcus	7	5	5	5	5	5.00	0.00	[5, 5, 5, 5, 5, 5, 5]
38501	genus	Blastococcus	1	3	3	3	3	3.00	0.00	[3]
666508	genus	Phycisphaera	1	1	1	1	1	1.00	0.00	[1]
28067	genus	Rubrivivax	1	3	3	3	3	3.00	0.00	[3]
179	genus	Leptospirillum	4	2	3	2	2.0	2.25	0.43	[3, 2, 2, 2]
693074	genus	Caldisericum	1	1	1	1	1	1.00	0.00	[1]
1612157	genus	Pararhodospirillum	1	1	1	1	1	1.00	0.00	[1]
45667	genus	Halobacillus	5	7	8	7	7	7.40	0.49	[7, 8, 7, 7, 8]
581	genus	Morganella	17	6	7	7	7	6.94	0.24	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7]
935200	genus	Sulfuricella	1	2	2	2	2	2.00	0.00	[2]
	genus	Clostridium XII	1	6	6	6	6	6.00	0.00	[6]
34067	genus	Cycloclasticus	3	1	2	1	1	1.33	0.47	[1, 1, 2]
168934	genus	Thalassospira	5	4	6	4	4	4.40	0.80	[4, 6, 4, 4, 4]
1080709	genus	Methanomassiliicoccus	6	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1]
1237	genus	Piscirickettsia	78	6	7	6	6.0	6.01	0.11	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7]
497726	genus	Nitrososphaera	8	1	3	1	1.0	1.50	0.71	[1, 1, 1, 3, 2, 1, 1, 2]
133	genus	Methylocystis	7	1	3	1	2	1.86	0.83	[1, 2, 1, 3, 1, 2, 3]
56112	genus	Dehalobacter	4	3	4	3	3.0	3.25	0.43	[3, 3, 4, 3]
447467	genus	Simiduia	1	3	3	3	3	3.00	0.00	[3]
140458	genus	Thermacetogenium	1	3	3	3	3	3.00	0.00	[3]
88138	genus	Modestobacter	1	3	3	3	3	3.00	0.00	[3]
28222	genus	Desulfobacula	1	4	4	4	4	4.00	0.00	[4]
29331	genus	Amphibacillus	1	6	6	6	6	6.00	0.00	[6]
	genus	GpVI	3	2	3	2	2	2.33	0.47	[2, 2, 3]
	genus	GpXIII	4	2	4	3	3.0	3.00	0.71	[3, 4, 2, 3]
	genus	GpVII	3	2	3	3	3	2.67	0.47	[3, 3, 2]
200414	genus	Caldisphaera	1	1	1	1	1	1.00	0.00	[1]
	genus	Thalassobaculum	2	1	1	1	1.0	1.00	0.00	[1, 1]
1335745	genus	Spiribacter	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
390846	genus	Echinicola	5	4	4	4	4	4.00	0.00	[4, 4, 4, 4, 4]
332951	genus	Halovivax	1	2	2	2	2	2.00	0.00	[2]
42417	genus	Halobacteroides	1	5	5	5	5	5.00	0.00	[5]
101191	genus	Methanomethylovorans	1	2	2	2	2	2.00	0.00	[2]
29287	genus	Natronococcus	1	4	4	4	4	4.00	0.00	[4]
2071	genus	Saccharothrix	2	4	4	4	4.0	4.00	0.00	[4, 4]
363408	genus	Nonlabens	8	2	4	3	3.0	2.88	0.60	[2, 3, 3, 3, 4, 2, 3, 3]
53318	genus	Desulfocapsa	1	3	3	3	3	3.00	0.00	[3]
682522	genus	Ilumatobacter	1	2	2	2	2	2.00	0.00	[2]
75984	genus	Mannheimia	98	6	11	6	6.0	6.05	0.50	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 11, 6, 6, 6, 6, 6, 6, 6, 6]
187492	genus	Thalassolituus	3	3	4	4	4	3.67	0.47	[4, 4, 3]
160674	genus	Raoultella	27	8	8	8	8	8.00	0.00	[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
	genus	Saccharibacteria_genera_incertae_sedis	2	1	1	1	1.0	1.00	0.00	[1, 1]
2132	genus	Spiroplasma	40	1	2	1	1.0	1.12	0.33	[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]
1269201	genus	Salinarchaeum	1	1	1	1	1	1.00	0.00	[1]
71655	genus	Brenneria	5	7	7	7	7	7.00	0.00	[7, 7, 7, 7, 7]
447020	genus	Adlercreutzia	2	2	3		2.5	2.50	0.50	[2, 3]
93217	genus	Pandoraea	24	2	4	4	4.0	3.75	0.60	[4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4]
1616789	genus	Salinispira	1	2	2	2	2	2.00	0.00	[2]
191028	genus	Leisingera	3	4	5	4	4	4.33	0.47	[5, 4, 4]
397864	genus	Barnesiella	1	5	5	5	5	5.00	0.00	[5]
33001	genus	Desulfurella	1	2	2	2	2	2.00	0.00	[2]
353799	genus	Halostagnicola	1	2	2	2	2	2.00	0.00	[2]
476528	genus	Bibersteinia	1	6	6	6	6	6.00	0.00	[6]
43356	genus	Kutzneria	1	3	3	3	3	3.00	0.00	[3]
89966	genus	Hymenobacter	22	2	4	3	3.0	3.05	0.47	[3, 4, 2, 2, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3]
159345	genus	Roseibacterium	1	2	2	2	2	2.00	0.00	[2]
568	genus	Hafnia	9	7	8	8	8	7.78	0.42	[8, 8, 8, 7, 8, 8, 7, 8, 8]
1193503	genus	Gilliamella	1	4	4	4	4	4.00	0.00	[4]
1193515	genus	Snodgrassella	1	4	4	4	4	4.00	0.00	[4]
1069494	genus	Trueperella	15	1	4	3	3	2.80	0.83	[2, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 2]
359336	genus	Castellaniella	1	2	2	2	2	2.00	0.00	[2]
1471399	genus	Draconibacterium	2	2	2	2	2.0	2.00	0.00	[2, 2]
112987	genus	Neochlamydia	1	2	2	2	2	2.00	0.00	[2]
529883	genus	Rhodoluna	6	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1]
29580	genus	Janthinobacterium	9	1	8	8	8	7.22	2.20	[1, 8, 8, 8, 8, 8, 8, 8, 8]
1653174	genus	Actinotignum	1	3	3	3	3	3.00	0.00	[3]
1005038	genus	Fimbriimonas	1	2	2	2	2	2.00	0.00	[2]
84406	genus	Virgibacillus	9	6	8	6	7	6.78	0.79	[7, 8, 6, 7, 7, 6, 6, 8, 6]
459532	genus	Terribacillus	1	8	8	8	8	8.00	0.00	[8]
231454	genus	Dyella	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
57495	genus	Dermacoccus	3	3	3	3	3	3.00	0.00	[3, 3, 3]
83867	genus	Palaeococcus	1	2	2	2	2	2.00	0.00	[2]
1543705	genus	Nitrospirillum	1	5	5	5	5	5.00	0.00	[5]
1525371	genus	Neorhizobium	2	3	3	3	3.0	3.00	0.00	[3, 3]
1055688	genus	Sandaracinus	1	2	2	2	2	2.00	0.00	[2]
1284657	genus	Planktomarina	1	2	2	2	2	2.00	0.00	[2]
1472344	genus	Basilea	1	3	3	3	3	3.00	0.00	[3]
28453	genus	Sphingobacterium	12	2	8	4	5.0	5.33	1.80	[8, 7, 7, 6, 2, 4, 4, 4, 7, 4, 4, 7]
33969	genus	Melissococcus	3	4	4	4	4	4.00	0.00	[4, 4, 4]
158483	genus	Cedecea	2	7	7	7	7.0	7.00	0.00	[7, 7]
2034	genus	Curtobacterium	7	3	4	3	3	3.29	0.45	[4, 3, 3, 4, 3, 3, 3]
1372	genus	Planococcus	12	8	11	9	9.0	9.17	0.69	[8, 9, 9, 9, 9, 10, 9, 9, 11, 9, 9, 9]
190818	genus	Geoglobus	2	1	1	1	1.0	1.00	0.00	[1, 1]
543311	genus	Parvimonas	3	3	3	3	3	3.00	0.00	[3, 3, 3]
76831	genus	Myroides	7	5	11	9	9	8.14	1.88	[8, 5, 9, 9, 9, 6, 11]
1335631	genus	Frischella	1	4	4	4	4	4.00	0.00	[4]
157226	genus	Jeotgalibacillus	1	9	9	9	9	9.00	0.00	[9]
875170	genus	Celeribacter	3	2	3	2	2	2.33	0.47	[2, 2, 3]
392332	genus	Geoalkalibacter	1	3	3	3	3	3.00	0.00	[3]
1484898	genus	Methyloceanibacter	2	1	1	1	1.0	1.00	0.00	[1, 1]
1608298	genus	Thiolapillus	1	1	1	1	1	1.00	0.00	[1]
1054211	genus	Sulfuritalea	1	2	2	2	2	2.00	0.00	[2]
286104	genus	Winogradskyella	8	2	4	2	2.0	2.38	0.70	[2, 2, 2, 2, 2, 2, 3, 4]
1569	genus	Sporosarcina	12	7	10	8	8.0	8.50	0.87	[8, 10, 9, 8, 7, 8, 8, 9, 8, 9, 8, 10]
59732	genus	Chryseobacterium	56	2	8	6	6.0	5.18	1.63	[6, 6, 6, 7, 6, 6, 5, 5, 6, 4, 5, 3, 6, 6, 6, 5, 5, 6, 7, 7, 7, 7, 6, 7, 4, 7, 6, 6, 6, 6, 7, 7, 8, 4, 2, 2, 3, 2, 4, 4, 4, 3, 3, 4, 6, 3, 5, 6, 2, 6, 8, 3, 2, 6, 5, 6]
33886	genus	Rathayibacter	14	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
1445504	genus	Gynuella	1	4	4	4	4	4.00	0.00	[4]
1204360	genus	Siansivirga	1	3	3	3	3	3.00	0.00	[3]
1511648	genus	Defluviitoga	1	3	3	3	3	3.00	0.00	[3]
293088	genus	Martelella	5	2	3	2	2	2.40	0.49	[3, 3, 2, 2, 2]
507	genus	Alcaligenes	11	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
1182780	genus	Magnetospira	1	2	2	2	2	2.00	0.00	[2]
39773	genus	Methylomicrobium	3	3	3	3	3	3.00	0.00	[3, 3, 3]
292486	genus	Avibacterium	11	6	6	6	6	6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
32014	genus	Iodobacter	3	9	10	10	10	9.67	0.47	[10, 9, 10]
168808	genus	Sneathia	1	3	3	3	3	3.00	0.00	[3]
112040	genus	Zobellia	1	2	2	2	2	2.00	0.00	[2]
323449	genus	Pontibacter	5	3	5	4	4	4.00	0.63	[4, 4, 5, 3, 4]
107	genus	Spirosoma	11	1	4	3	3	3.00	0.74	[3, 3, 3, 3, 1, 3, 3, 3, 4, 4, 3]
1443590	genus	Ferriphaselus	1	3	3	3	3	3.00	0.00	[3]
119044	genus	Filomicrobium	2	1	1	1	1.0	1.00	0.00	[1, 1]
45669	genus	Salinicoccus	1	4	4	4	4	4.00	0.00	[4]
349742	genus	Sedimenticola	1	2	2	2	2	2.00	0.00	[2]
361177	genus	Altererythrobacter	9	1	2	1	1	1.22	0.42	[2, 1, 1, 1, 1, 1, 1, 2, 1]
630749	genus	Spongiibacter	2	2	2	2	2.0	2.00	0.00	[2, 2]
274591	genus	Hoeflea	1	1	1	1	1	1.00	0.00	[1]
82984	genus	Pragia	2	7	7	7	7.0	7.00	0.00	[7, 7]
1295327	genus	Croceicoccus	3	1	2	2	2	1.67	0.47	[1, 2, 2]
196082	genus	Parascardovia	1	2	2	2	2	2.00	0.00	[2]
196081	genus	Scardovia	1	2	2	2	2	2.00	0.00	[2]
	genus	Natronincola	1	6	6	6	6	6.00	0.00	[6]
367771	genus	Marinovum	1	2	2	2	2	2.00	0.00	[2]
1379908	genus	Rufibacter	2	2	4		3.0	3.00	1.00	[2, 4]
16	genus	Methylophilus	1	2	2	2	2	2.00	0.00	[2]
2023	genus	Thermoactinomyces	3	6	7	7	7	6.67	0.47	[7, 6, 7]
50	genus	Chondromyces	1	3	3	3	3	3.00	0.00	[3]
267408	genus	Arsenicicoccus	1	2	2	2	2	2.00	0.00	[2]
745364	genus	Luteipulveratus	1	2	2	2	2	2.00	0.00	[2]
149698	genus	Massilia	15	6	9	7	7	7.00	0.82	[7, 8, 7, 6, 7, 7, 7, 8, 7, 9, 6, 7, 6, 6, 7]
1654	genus	Actinomyces	32	3	4	3	3.0	3.03	0.17	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
219181	genus	Ottowia	1	3	3	3	3	3.00	0.00	[3]
1524214	genus	Vulgatibacter	1	3	3	3	3	3.00	0.00	[3]
1524217	genus	Labilithrix	1	4	4	4	4	4.00	0.00	[4]
	genus	Thiopseudomonas	3	3	5		4	4.00	0.82	[3, 4, 5]
28209	genus	Chelatococcus	2	2	2	2	2.0	2.00	0.00	[2, 2]
1234	genus	Nitrospira	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
890	genus	Desulfuromonas	2	2	2	2	2.0	2.00	0.00	[2, 2]
2029	genus	Kibdelosporangium	1	3	3	3	3	3.00	0.00	[3]
906	genus	Megasphaera	4	6	7	7	7.0	6.75	0.43	[7, 7, 7, 6]
1021	genus	Beggiatoa	2	2	2	2	2.0	2.00	0.00	[2, 2]
175304	genus	Lentibacillus	2	6	6	6	6.0	6.00	0.00	[6, 6]
261827	genus	Algibacter	3	2	4	4	4	3.33	0.94	[2, 4, 4]
134550	genus	Xiphinematobacter	1	1	1	1	1	1.00	0.00	[1]
59282	genus	Blastochloris	4	2	3	3	3.0	2.75	0.43	[3, 3, 3, 2]
46913	genus	Devosia	8	1	7	2	2.0	2.62	1.73	[2, 2, 3, 1, 2, 2, 7, 2]
665874	genus	Limnohabitans	2	2	3		2.5	2.50	0.50	[3, 2]
261825	genus	Agarivorans	1	7	7	7	7	7.00	0.00	[7]
389486	genus	Sediminicola	1	3	3	3	3	3.00	0.00	[3]
55079	genus	Aneurinibacillus	2	11	17		14.0	14.00	3.00	[11, 17]
68	genus	Lysobacter	17	2	3	2	2	2.06	0.24	[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
414371	genus	Aureimonas	3	1	3		2	2.00	0.82	[1, 2, 3]
1524249	genus	Pseudohongiella	1	2	2	2	2	2.00	0.00	[2]
1392389	genus	Intestinimonas	2	2	2	2	2.0	2.00	0.00	[2, 2]
104267	genus	Tenacibaculum	5	3	10	6	6	6.00	2.28	[10, 6, 5, 6, 3]
93681	genus	Roseateles	2	2	4		3.0	3.00	1.00	[4, 2]
227873	genus	Pannonibacter	2	3	3	3	3.0	3.00	0.00	[3, 3]
2040	genus	Aeromicrobium	5	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2]
637	genus	Arsenophonus	4	1	7	1	3.5	3.75	2.77	[1, 7, 6, 1]
1649	genus	Kurthia	2	9	9	9	9.0	9.00	0.00	[9, 9]
358023	genus	Lutibacter	2	2	2	2	2.0	2.00	0.00	[2, 2]
191303	genus	Turicibacter	2	8	12		10.0	10.00	2.00	[12, 8]
412592	genus	Thermosulfidibacter	1	1	1	1	1	1.00	0.00	[1]
91914	genus	Asaia	1	5	5	5	5	5.00	0.00	[5]
34008	genus	Rhodovulum	5	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3]
	genus	GpIX	1	3	3	3	3	3.00	0.00	[3]
	genus	GpV	4	3	4	3	3.0	3.25	0.43	[3, 3, 3, 4]
