Plate	Well	ID	medium	dilution_day	rep	tournament	tree	level	how_many	C_number	glucose	fructose	xylose	mannose	cellobiose	maltose	sucrose	citric_acid	fumaric_acid	galacturonic_acid	mannitol	sorbitol	glycerol	proline	cellulose	starch	glucose_c	fructose_c	xylose_c	mannose_c	cellobiose_c	maltose_c	sucrose_c	citric_acid_c	fumaric_acid_c	galacturonic_acid_c	mannitol_c	sorbitol_c	glycerol_c	proline_c	cellulose_c	starch_c
2	C9	129	43	7	c	x	x	x	one	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	C10	130	44	7	a	x	x	x	one	1	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	C11	131	44	7	b	x	x	x	one	1	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	C12	132	44	7	c	x	x	x	one	1	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	D1	133	45	7	a	x	x	x	one	1	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	D2	134	45	7	b	x	x	x	one	1	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	D3	135	45	7	c	x	x	x	one	1	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	D4	136	46	7	a	x	x	x	one	1	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2	D5	137	46	7	b	x	x	x	one	1	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2	D6	138	46	7	c	x	x	x	one	1	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2	D7	139	47	7	a	x	x	x	one	1	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2	D8	140	47	7	b	x	x	x	one	1	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2	D9	141	47	7	c	x	x	x	one	1	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2	D10	142	48	7	a	x	x	x	one	1	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2	D11	143	48	7	b	x	x	x	one	1	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2	D12	144	48	7	c	x	x	x	one	1	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2	E1	145	49	7	a	x	x	x	one	1	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	E2	146	49	7	b	x	x	x	one	1	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	E3	147	49	7	c	x	x	x	one	1	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	E4	148	50	7	a	x	x	x	one	1	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	E5	149	50	7	b	x	x	x	one	1	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	E6	150	50	7	c	x	x	x	one	1	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	E7	151	51	7	a	x	x	x	one	1	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2	E8	152	51	7	b	x	x	x	one	1	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2	E9	153	51	7	c	x	x	x	one	1	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2	E10	154	52	7	a	x	x	x	one	1	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	E11	155	52	7	b	x	x	x	one	1	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	E12	156	52	7	c	x	x	x	one	1	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	F1	157	53	7	a	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	F2	158	53	7	b	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	F3	159	53	7	c	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	F4	160	54	7	a	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	F5	161	54	7	b	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	F6	162	54	7	c	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	F7	163	55	7	a	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	F8	164	55	7	b	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	F9	165	55	7	c	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	F10	166	56	7	a	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	F11	167	56	7	b	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	F12	168	56	7	c	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	G1	169	57	7	a	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2	G2	170	57	7	b	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2	G3	171	57	7	c	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2	G4	172	58	7	a	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	G5	173	58	7	b	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	G6	174	58	7	c	x	x	x	one	1	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	G7	175	59	7	a	x	x	x	fifteen	15	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	G8	176	59	7	b	x	x	x	fifteen	15	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	G9	177	59	7	c	x	x	x	fifteen	15	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	G10	178	60	7	a	x	x	x	fifteen	15	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	G11	179	60	7	b	x	x	x	fifteen	15	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	G12	180	60	7	c	x	x	x	fifteen	15	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H1	181	61	7	a	x	x	x	fifteen	15	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H2	182	61	7	b	x	x	x	fifteen	15	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H3	183	61	7	c	x	x	x	fifteen	15	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H4	184	62	7	a	x	x	x	fifteen	15	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H5	185	62	7	b	x	x	x	fifteen	15	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H6	186	62	7	c	x	x	x	fifteen	15	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H7	187	63	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H8	188	63	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H9	189	63	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H10	190	64	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H11	191	64	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
2	H12	192	empty	8	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	A1	193	65	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A2	194	65	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A3	195	65	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A4	196	66	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A5	197	66	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A6	198	66	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A7	199	67	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A8	200	67	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A9	201	67	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A10	202	68	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A11	203	68	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	A12	204	68	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	B1	205	69	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	B2	206	69	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	B3	207	69	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667
3	B4	208	70	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667
3	B5	209	70	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667
3	B6	210	70	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667
3	B7	211	71	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667
3	B8	212	71	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667
3	B9	213	71	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667
3	B10	214	72	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667
3	B11	215	72	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667
3	B12	216	72	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667
3	C1	217	73	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667
3	C2	218	73	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667
3	C3	219	73	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667
3	C4	220	74	7	a	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0
3	C5	221	NA	8	NA	x	x	x	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	C6	222	NA	8	NA	x	x	x	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	C7	223	NA	8	NA	x	x	x	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	C8	224	NA	8	NA	x	x	x	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	C9	225	NA	8	NA	x	x	x	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	C10	226	NA	8	NA	x	x	x	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	C11	227	NA	8	NA	x	x	x	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	C12	228	NA	8	NA	x	x	x	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	D1	229	74	7	b	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0
3	D2	230	74	7	c	x	x	x	fifteen	15	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0
3	D3	231	75	7	a	x	x	x	sixteen	16	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
3	D4	232	75	7	b	x	x	x	sixteen	16	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
3	D5	233	75	7	c	x	x	x	sixteen	16	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
3	D6	234	75	7	d	x	x	x	sixteen	16	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
3	D7	235	75	7	e	x	x	x	sixteen	16	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
