Plate	Well	medium	dilution_day	rep	OD	tournament	tree	level	how_many	n_C_sources	C1	C2	C3	C4	C5	C6	C7	C8	glucose	fructose	xylose	mannose	cellobiose	maltose	sucrose	citric_acid	fumaric_acid	galacturonic_acid	mannitol	sorbitol	glycerol	proline	cellulose	starch	monosaccharide	disaccaride	organic_acid	alcool	polisaccharide	proline	C_F_G_P
2	B6	38	7	c	0.092250001	c	b	b	two	2	mannose	xylose	NA	NA	NA	NA	NA	NA	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	B7	39	7	a	0.101499997	c	b	b	two	2	sorbitol	mannitol	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N	N
2	B8	39	7	b	0.101500001	c	b	b	two	2	sorbitol	mannitol	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N	N
2	B9	39	7	c	0.110599998	c	b	b	two	2	sorbitol	mannitol	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N	N
2	B10	40	7	a	0.093049999	c	b	a	four	4	sucrose	maltose	galacturonic_acid	cellobiose	NA	NA	NA	NA	N	N	N	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	Y	N	N	Y
2	B11	40	7	b	0.079150002	c	b	a	four	4	sucrose	maltose	galacturonic_acid	cellobiose	NA	NA	NA	NA	N	N	N	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	Y	N	N	Y
2	B12	40	7	c	0.103350002	c	b	a	four	4	sucrose	maltose	galacturonic_acid	cellobiose	NA	NA	NA	NA	N	N	N	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	Y	N	N	Y
2	C1	41	7	a	0.089900002	c	b	b	four	4	mannose	xylose	sorbitol	mannitol	NA	NA	NA	NA	N	N	Y	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	Y	N	N	N	N	N	N
2	C2	41	7	b	0.096199997	c	b	b	four	4	mannose	xylose	sorbitol	mannitol	NA	NA	NA	NA	N	N	Y	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	Y	N	N	N	N	N	N
2	C3	41	7	c	0.095200002	c	b	b	four	4	mannose	xylose	sorbitol	mannitol	NA	NA	NA	NA	N	N	Y	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	Y	N	N	N	N	N	N
2	C4	42	7	a	0.095449999	c	b	c	eight	8	sucrose	maltose	galacturonic_acid	cellobiose	mannose	xylose	sorbitol	mannitol	N	N	Y	Y	Y	Y	Y	N	N	Y	Y	Y	N	N	N	N	Y	Y	Y	N	N	N	Y
2	C5	42	7	b	0.088950001	c	b	c	eight	8	sucrose	maltose	galacturonic_acid	cellobiose	mannose	xylose	sorbitol	mannitol	N	N	Y	Y	Y	Y	Y	N	N	Y	Y	Y	N	N	N	N	Y	Y	Y	N	N	N	Y
2	C6	42	7	c	0.096249998	c	b	c	eight	8	sucrose	maltose	galacturonic_acid	cellobiose	mannose	xylose	sorbitol	mannitol	N	N	Y	Y	Y	Y	Y	N	N	Y	Y	Y	N	N	N	N	Y	Y	Y	N	N	N	Y
2	C7	43	7	a	0.089749999	x	x	x	one	1	glucose	NA	NA	NA	NA	NA	NA	NA	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	C8	43	7	b	0.088750001	x	x	x	one	1	glucose	NA	NA	NA	NA	NA	NA	NA	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	C9	43	7	c	0.08515	x	x	x	one	1	glucose	NA	NA	NA	NA	NA	NA	NA	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	C10	44	7	a	0.100649998	x	x	x	one	1	fructose	NA	NA	NA	NA	NA	NA	NA	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	C11	44	7	b	0.095149998	x	x	x	one	1	fructose	NA	NA	NA	NA	NA	NA	NA	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	C12	44	7	c	0.093199998	x	x	x	one	1	fructose	NA	NA	NA	NA	NA	NA	NA	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	D1	45	7	a	0.098549999	x	x	x	one	1	xylose	NA	NA	NA	NA	NA	NA	NA	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	D2	45	7	b	0.09815	x	x	x	one	1	xylose	NA	NA	NA	NA	NA	NA	NA	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	D3	45	7	c	0.10015	x	x	x	one	1	xylose	NA	NA	NA	NA	NA	NA	NA	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	D4	46	7	a	0.094300002	x	x	x	one	1	mannose	NA	NA	NA	NA	NA	NA	NA	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	D5	46	7	b	0.09045	x	x	x	one	1	mannose	NA	NA	NA	NA	NA	NA	NA	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	D6	46	7	c	0.080300003	x	x	x	one	1	mannose	NA	NA	NA	NA	NA	NA	NA	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
2	D7	47	7	a	0.0669	x	x	x	one	1	cellobiose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N
2	D8	47	7	b	0.09465	x	x	x	one	1	cellobiose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N
2	D9	47	7	c	0.093399998	x	x	x	one	1	cellobiose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N
2	D10	48	7	a	0.097399998	x	x	x	one	1	maltose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N
2	D11	48	7	b	0.0942	x	x	x	one	1	maltose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N
2	D12	48	7	c	0.093350001	x	x	x	one	1	maltose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N
2	E1	49	7	a	0.100099999	x	x	x	one	1	sucrose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N
2	E2	49	7	b	0.09285	x	x	x	one	1	sucrose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N
2	E3	49	7	c	0.092700001	x	x	x	one	1	sucrose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N
2	E4	50	7	a	0.067249998	x	x	x	one	1	citric_acid	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y
2	E5	50	7	b	0.068100002	x	x	x	one	1	citric_acid	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y
2	E6	50	7	c	0.069150001	x	x	x	one	1	citric_acid	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y
2	E7	51	7	a	0.077150002	x	x	x	one	1	fumaric_acid	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y
2	E8	51	7	b	0.076650001	x	x	x	one	1	fumaric_acid	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y
2	E9	51	7	c	0.0744	x	x	x	one	1	fumaric_acid	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y
2	E10	52	7	a	0.065850001	x	x	x	one	1	galacturonic_acid	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y
2	E11	52	7	b	0.070700001	x	x	x	one	1	galacturonic_acid	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y
2	E12	52	7	c	0.06865	x	x	x	one	1	galacturonic_acid	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y
2	F1	53	7	a	0.09355	x	x	x	one	1	mannitol	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N
2	F2	53	7	b	0.097499996	x	x	x	one	1	mannitol	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N
2	F3	53	7	c	0.0909	x	x	x	one	1	mannitol	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N	N
2	F4	54	7	a	0.110100001	x	x	x	one	1	sorbitol	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N	N
2	F5	54	7	b	0.084249999	x	x	x	one	1	sorbitol	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N	N
2	F6	54	7	c	0.103599999	x	x	x	one	1	sorbitol	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N	N
2	F7	55	7	a	0.100299999	x	x	x	one	1	glycerol	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N
2	F8	55	7	b	0.096900001	x	x	x	one	1	glycerol	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N
2	F9	55	7	c	0.099349998	x	x	x	one	1	glycerol	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N
2	F10	56	7	a	0.09245	x	x	x	one	1	proline	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	Y
2	F11	56	7	b	0.085200001	x	x	x	one	1	proline	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	Y
2	F12	56	7	c	0.091049999	x	x	x	one	1	proline	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	Y
2	G1	57	7	a	0.041900001	x	x	x	one	1	cellulose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N
2	G2	57	7	b	0.041850001	x	x	x	one	1	cellulose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N
2	G3	57	7	c	0.04015	x	x	x	one	1	cellulose	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N
2	G4	58	7	a	0.068500001	x	x	x	one	1	starch	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N
2	G5	58	7	b	0.083500002	x	x	x	one	1	starch	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N
2	G6	58	7	c	0.0702	x	x	x	one	1	starch	NA	NA	NA	NA	NA	NA	NA	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N
2	G7	59	7	a	0.082699999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	G8	59	7	b	0.0902	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	G9	59	7	c	0.093199998	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	G10	60	7	a	0.081749998	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	G11	60	7	b	0.0891	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	G12	60	7	c	0.091499999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H1	61	7	a	0.091449998	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H3	61	7	c	0.08185	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H4	62	7	a	0.09065	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H5	62	7	b	0.091699999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H6	62	7	c	0.079149999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H7	63	7	a	0.086999997	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H8	63	7	b	0.084249999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H9	63	7	c	0.085100003	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H10	64	7	a	0.082000002	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
2	H11	64	7	b	0.0953	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A1	65	7	a	0.08515	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A2	65	7	b	0.090849999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A3	65	7	c	0.10125	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A4	66	7	a	0.089749999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A5	66	7	b	0.103549998	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A6	66	7	c	0.109899998	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A7	67	7	a	0.0854	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A8	67	7	b	0.080800001	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A9	67	7	c	0.098200001	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A10	68	7	a	0.090099998	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A11	68	7	b	0.088349998	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	A12	68	7	c	0.096900001	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	B1	69	7	a	0.086649999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	B2	69	7	b	0.084550001	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	B3	69	7	c	0.096999999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	B4	70	7	a	0.090949997	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	B5	70	7	b	0.083099999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	B6	70	7	c	0.081749998	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	B7	71	7	a	0.08495	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	B8	71	7	b	0.104049999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	N	Y
3	B9	71	7	c	0.098250002	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	N	Y
3	B10	72	7	a	0.070749998	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	N	Y
3	B11	72	7	b	0.089400001	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	B12	72	7	c	0.092399999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	C1	73	7	a	0.09155	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	C2	73	7	b	0.089250002	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y
3	C3	73	7	c	0.094549999	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y
3	C4	74	7	a	0.08735	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y
3	D1	74	7	b	0.06105	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y
3	D2	74	7	c	0.08475	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y
3	D3	75	7	a	0.088500001	x	x	x	sixteen	16	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y
3	D4	75	7	b	0.096750002	x	x	x	sixteen	16	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	D5	75	7	c	0.086400002	x	x	x	sixteen	16	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	D6	75	7	d	0.094050001	x	x	x	sixteen	16	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	D7	75	7	e	0.074650001	x	x	x	sixteen	16	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	D8	75	7	f	0.079849999	x	x	x	sixteen	16	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	D9	75	7	g	0.090700001	x	x	x	sixteen	16	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	D10	75	7	h	0.083300002	x	x	x	sixteen	16	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	D11	75	7	i	0.082150001	x	x	x	sixteen	16	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
3	E9	32	7	c	0.062249999	c	a	b	two	2	cellulose	glucose	NA	NA	NA	NA	NA	NA	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N	N	Y	N	N
3	E10	64	7	c	0.082000002	x	x	x	fifteen	15	NA	NA	NA	NA	NA	NA	NA	NA	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
